id	site_name	site_code	reference
598	Myrtos	MYR	Renfrew, J. M. (1972). The plant remains. Myrtos. An early Bronze Age settlement in Crete. P. Warren: 315 - 317.
600	Nagada-Khattara	NK	no title available
603	Nahal Mishmar	NM	Liphschitz, N. (1989). Plant economy and diet in the Early Bronze Age in Israel: A summary of present research. L'urbanisation de la Palestine a l'age du Bronze ancien. Bilan et perspectives des recherches actuelles. P. d. Miroschedji. Oxford. 527: 269 - 277.
603	Nahal Mishmar	NM	"Zaitschek, D. V. (1961). ""Remains of cultivated plants from the caves of Nahal Mishmar."" Israel Exploration Journal 11: 70 - 72."
604	Nahal Qanah Cave	NQC	Liphschitz, N. (1996). Archaeobotanical investigations. The Nahal Qanah cave. Earliest gold in the southern Levant. A. Gopher and T. Tsuk. Tel Aviv, Tel Aviv University: 202-204.
605	Nahal Yattir	NY	"Kislev, M. E. (1986). ""A barley store of the Bar-Kochba rebels (Roman period)."" Israel Journal of Botany 35: 183-196."
614	Netiv Hagdud	NETHAG	"Tchernov, E. (1994). An Early Neolithiv Village in the Jordan Valley. Part II: The Fauna of Netiv Hagdud. American School of Prehistoric Research. Bulletin 44. Peabody Museum of Archeaology and Ethnology, Harvard University, Camebridge."
620	Nimrud	NIM	Helbaek, H. (1966). The plant remains from Nimrud. Nimrud and its remains. M. E. Mallowan. London, Collins: 613-620.
621	Niruchiani	NIR	Willerding, U. (1973). Bronzezeitliche Pflanzenreste aus Iria und Synoro. Tiryns. Forschungen und Berichte. H. B. Siedentopf and e. al. Mainz, D.A.I. Athen. 6: 221 - 240, plate 67.
625	Numeira	NU	"McCreery, D. W. (1981). ""Flotation of the Bab edh-Dhra and Numeira plant remains."" Annual of the American School of Oriental Research 46: 165 - 169."
626	Nush-i Jan	NJ	"Kyllo, M. A. and R. N. L. B. Hubbard (1981). ""Median and Parthian plant remains from Tepe Nush-i Jan."" Iran 19: 91-100."
629	Ohalo II	OHA	Weiss, E., Kislev, M. E., Simchoni, O. & Tschauner, H. (2008). Plant-Food Preparation Area on an Upper Paleolithic Brush Hut Floor at Ohalo II, Israel. Journal of Archaeological Science 35, pp. 2400-2414
632	Orchomenos	OR	Willerding, U. (1973). Bronzezeitliche Pflanzenreste aus Iria und Synoro. Tiryns. Forschungen und Berichte. H. B. Siedentopf and e. al. Mainz, D.A.I. Athen. 6: 221 - 240, plate 67.
637	Oylum Höyük	OH	"Pasternak, R. (1997). ""Zwischenbericht über die Arbeiten an den botanischen Funden aus Oylum Höyük: Chalkolithische Fundschichten."" Istanbuler Mitteilungen 47: 68 - 70."
638	Palaikastro	PAL	Willerding, U. (1973). Bronzezeitliche Pflanzenreste aus Iria und Synoro. Tiryns. Forschungen und Berichte. H. B. Siedentopf and e. al. Mainz, D.A.I. Athen. 6: 221 - 240, plate 67.
638	Palaikastro	PAL	"Wall-Crowther, S. (2007). The Animal Bones. In: MacGillivray, J. A.; Sackett, L. H. and Driessen, J. M.: Palaikastro: Two Late Minoan Wells. Athens: 181-209"
645	Patnos	PAT	"Oybak Dönmez, E. (2003). ""Urartian crop plant remains from Patnos (Agri), eastern Turkey"". Anatolian Studies 53: 89-95."
647	Pefkakia-Magoula	PEF	Kroll, H. (1983). Kastanas. Die Pflanzenfunde. Berlin, Volker Spiess.
648	Phaistos	PHA	Willerding, U. (1973). Bronzezeitliche Pflanzenreste aus Iria und Synoro. Tiryns. Forschungen und Berichte. H. B. Siedentopf and e. al. Mainz, D.A.I. Athen. 6: 221 - 240, plate 67.
648	Phaistos	PHA	"Wilkens, B. (2003). Hunting and Breeding in ancient Crete. In: Kotjabopoulou, E.; Hamilakis, Y.; Halstead, P.; Gamble, C. und Paraskevi E. (eds.). Zooarchaeology in Ancient Greece - Recent Advances. Britisch School at Athens Studies 9, London: 85-90."
653	Pirak	PI	Costantini, L. (1979). Plant remains at Pirak, Pakistan. Fouilles de Pirak. J.-F. Jarrige and M. Santoni. Paris, Boccard. 1: 326 - 333.
653	Pirak	PI	"Costantini, L. and L. Costantini-Biasini (1985). ""Agriculture in Baluchistan between the 7th and the 3rd millenium BC."" Newsletter of Baluchistan Studies 2: 16 - 30."
655	Platia Magoula Zarkou	PMZ	"Jones, G. (1995). ""Charred grain from the Late Bronze Age storerooms at Gla / Boeotia."" Annual of the British School at Athens 90: 235 - 238."
655	Platia Magoula Zarkou	PMZ	Kroll, H. (1990). Botanische Proben. Analysenergebnisse. Die Tierknochenfunde von der Platia Magoula Zarkou - neue Untersuchungen zur Haustierhaltung, Jagd und Rohstoffverwendung im neolithisch-bronzezeitlichen Thessalien. C. Becker. 66: 77 - 78.
655	Platia Magoula Zarkou	PMZ	Becker, C. (1991). Die Tierknochenfunde von der Platia Magoula Zarkou - neue Untersuchungen zu Haustierhaltung, Jagd und Rohstoffverwendung im neolithisch-bronzezeitlichen Thessalien. Praehistorische Zeitschrift, Band 66/1: 14-78
662	Pylos	PYL	Willerding, U. (1973). Bronzezeitliche Pflanzenreste aus Iria und Synoro. Tiryns. Forschungen und Berichte. H. B. Siedentopf and e. al. Mainz, D.A.I. Athen. 6: 221 - 240, plate 67.
665	Qal'eh Ismail Aqa	QI	Costantini, L. and L. C. Biasini (1984). I resti vegetali dei saggi a Qal'eh Ismail Aga e a Tappel Gijar. Tra lo Zagros e l'Urmia, richerche storiche ed arqueologiche nell'Azerbaigian iraniano. P. E. Pecorella and M. Salvini. Rome, Edizioni dell'Ateneo: 397-402.
668	Qaryat Medad	QAME	"Samuel, D. (2001). ""Archaeobotanical evidence and analysis."" In: Peuplement rural et aménagements hydroagricoles dans la moyenne vallée de l'Euphrate fin VII-XIXe siècle, edited by S. Berthier, pp. 347-481. Instictut Francais de Damas, Damascus."
673	Qubur al-Walaydah	QW	"Maher, E. F. (2010). Late Iron Age Faunal Remains from Qubur al-Walaydah. In: G. Lehmann et al., Excavations in Qubur al-Walaydah 2007-2009. Welt des Orients, 40/2, 133-136. "
1032	Ras an-Numayra	RAN	White, C. E., Chesson, M. S. and Schaub, T. (2014). A Recipe for Disaster: Emerging Urbanism and Unsustainable Plant Economies at Early Bronze Age Ras an-Numayra, Jordan. Antiquity Vol. 88:340, pp 363-377
686	Rifa'at	R	Hillman, G. C. (1981). Cereal remains from Tell Ilbol and Tell Qaramel. The river Qoueiq, Northern Syria, and its catchment : studies arising from the Tell Rifa'at survey 1977 - 79. J. Matthers. Oxford. 98: 503 - 507.
689	Rukeis	RK	(http://perso.wanadoo.fr/g.willcox/)
695	Safat ez Zerr	SEZ	"Samuel, D. (2001). ""Archaeobotanical evidence and analysis."" In: Peuplement rural et aménagements hydroagricoles dans la moyenne vallée de l'Euphrate fin VII-XIXe siècle, edited by S. Berthier, pp. 347-481. Instictut Francais de Damas, Damascus."
702	Salamis (Cellarka)	SAL	Hjelmqvist, H. (1970). Some carbonized seeds and fruits from the necropolis of Salamis. Salamis Volume 4. Excavations in the necropolis of Salamis II (text). V. Karageorghis. Nicosia, Department of Antiquities: 329 - 335.
702	Salamis (Cellarka)	SAL	Renfrew, J. (1970). Carbonized seeds and fruits from the Necropolis of Salamis. Salamis. Excavations in the Necropolis of Salamis II (text). V. Karageorghis. Nicosia. 4: 318 - 335.
709	Samos Heraion	SH	"Kucan, D. (1995). ""Zur Ernährung und dem Gebrauch von Pflanzen im Heraion von Samos im 7. Jahrhundert v.Chr."" Jahrbuch des Deutschen Archäologischen Instituts 110: 1 - 64."
713	Saqqara	SAQ	"Helbaek, H. (1953). ""Queen Ichetis' wheat."" Biol. Medd. (Kongelige Danske Videnskabernes Selskab.) 21(8): 1 - 17."
713	Saqqara	SAQ	"Lauer, J. P., V. Laurent-Täckholm, et al. (1950). ""Les plantes découvertes dans les souterrains de l'enceinte du roi Zoser à Saqqarah (IIIe dyn.)."" Bull. Inst. d'Egypte 32: 121 - 147."
718	Sataf	SAT	"de Vartavan, C. (1991). ""Preliminary report on the plant remains from Sataf."" Levant XXIII: 50-52."
722	Serce Limani	SL	Haldane, C. (1991). Recovery and analysis of plant remains from some Mediterranean shipwreck sites. New light on ancient farming: recent developments in palaeoethnobotany. J. M. Renfrew. Edinburgh, Edinburgh University Press: 213 - 223.
722	Serce Limani	SL	"Nesbitt, M. and D. Samuel (1996). ""Archaeobotany in Turkey: a review of current research."" Orient Express 1996(3): 91 - 96."
724	Sesklo	SES	Hopf, M. (1962). Bericht über die Untersuchungen von Samen und Holzkohlenresten von der Argissa-Magula aus den Präkeramischen bis Mittelbronzezeitlichen Schichten. Argissa-Magula I: Das Präkeramische Neolithikum sowie die Tier- und Pflanzenreste. V. Milojcic and e. al. Bonn: 101 - 109.
724	Sesklo	SES	"Kroll, H. (1981). ""Thessalische Kulturpflanzen."" Zeitschrift für Archäologie 15: 97 - 103."
993	Shah Tepe	SHTE	"Amschler, J. W. (1939). Tierreste der Ausgrabungen von dem ""Grossen Königshügel"" Shah Tepé, in Nord-Iran. Reports from the Scientific Expedition to the Northwestern Provinces of China under the Leadership of Dr. Sven Hedin / The Sino-Swedish Expedition, pubölication 9; 7 Archaeology ; 4 The Skeletal Material"
726	Shahr-i Sokhta	SIS	"Costantini, L. and L. Costantini-Biasini (1985). ""Agriculture in Baluchistan between the 7th and the 3rd millenium BC."" Newsletter of Baluchistan Studies 2: 16 - 30."
726	Shahr-i Sokhta	SIS	"Bökönyi, S.; Bartosiewicz, L. (2000). A review of animal remains from Shar-i Sokhta (eastern Iran). In: Archaeozoology of the Near East IV - Proceedings of the fourth international symposium on the archaeozoology of southwestern Asia and adjacent areas. Edited by Maskour, M.; Choyke, A.M.; Buitenhuis, H. and Poplin, F. ARC - Publicaties 32, Groningen, The Netherlands: 116-152."
994	Shams ed-Din Tannira	SHED	"Uerpmann, H.-P. (1982). Faunal remains from Shams ed-Din Tannira a Halafian site in Northern Syria. Berytus 30, 3-52."
731	Sharafabad	SF	Wright, H. T., N. F. Miller, et al. (1981). Time and process in an Uruk rural center. L'Archéologie de l'Iraq : du début de l'époque néolithique à 333 avant notre ère : perspectives et limites de l'interprétation anthropologique des documents. M.-T. Barrelet. Paris, Colloques internationaux du Centre National de la Recherche Scientifique. 580: 265-282.
1001	Sheikh-e Abad	ABAD	"Whitlam, J., Ilkhani, H., Bogaard, A. and Charles, M. (2013). ""The Plant Makrofossil Evidence From Sheikh-e Abad: First Impresions""."
735	Shheil 1	SHH	"Samuel, D. (2001). ""Archaeobotanical evidence and analysis."" In: Peuplement rural et aménagements hydroagricoles dans la moyenne vallée de l'Euphrate fin VII-XIXe siècle, edited by S. Berthier, pp. 347-481. Instictut Francais de Damas, Damascus."
736	Shheil 5	SHHV	"Samuel, D. (2001). ""Archaeobotanical evidence and analysis."" In: Peuplement rural et aménagements hydroagricoles dans la moyenne vallée de l'Euphrate fin VII-XIXe siècle, edited by S. Berthier, pp. 347-481. Instictut Francais de Damas, Damascus."
737	Shiloh	SHI	Kislev, M. (1993). Chapter 17. Food remains. Shiloh. The archaeology of a biblical site. Tel Aviv: 354 - 361.
737	Shiloh	SHI	Liphschitz, N. (1993). Chapter 16. Palaeobotanical remains. Shiloh. The archaeology of a biblical site. Tel Aviv: 351 - 353.
738	Shiqmim	SQ	Kislev, M. E. (1987). Chalcolithic plant husbandry and ancient vegetation at Shiqmim. Shiqmim I. Studies concerning Chalcolithic societies in the northern desert, Israel. T. E. Levy. Oxford, BAR. 356: 251-279, 548-563.
1017	Shoham (North)	SHO	Liphschitz, N. (2005). The Archaeobotanical Remains. Chapter 12. In: Shoham (North). Late Chalcolithic Burial Caves in the Lod Valley Israel. van den Brink, E. C. M. & Gophna, R. (ed.). IAA Reports, No. 27., Jerusalem
743	Sia	SIA	"Willcox, G. (1999). ""Charcoal analysis and Holocene vegetation history in southern Syria."" Quaternary Science Reviews INQUA symposium Ankara, The late Quaternary in the Eastern Mediterranean(Special issue): 711-716."
756	Slavokambos	SLA	Willerding, U. (1973). Bronzezeitliche Pflanzenreste aus Iria und Synoro. Tiryns. Forschungen und Berichte. H. B. Siedentopf and e. al. Mainz, D.A.I. Athen. 6: 221 - 240, plate 67.
1040	Sos Höyük	SOSH	"Howell-Meurs, S. (2001). Early Bronze and Iron Age Animal Exploitation in Northeastern Anatolia - The faunal remains from Sos Höyük and Büyüktepe Höyük. BAR International Series 945"
764	Sotira Kaminoudhia	SK	Hansen, J. (2003). The Botanical Remains. Sotira Kaminoudhia: an Early Bronze Age site in Cyprus. S. Swiny, G. Rapp and E. Herscher. Boston, American Schools of Oriental Research: 449-453.
772	Susa, Ville Royale	SUS	"Miller, N. F. (1981). ""Plant remains from Ville Royale II, Susa."" Cahiers de la Délégation Archéologique Française en Iran 12: 137-142."
774	Synoro	SYN	Willerding, U. (1973). Bronzezeitliche Pflanzenreste aus Iria und Synoro. Tiryns. Forschungen und Berichte. H. B. Siedentopf and e. al. Mainz, D.A.I. Athen. 6: 221 - 240, plate 67.
780	Tahirbaj Tepe	TAT	"Nesbitt, M. (1994). ""Archaeobotanical research in the Merv Oasis."" Iran 32: 71-73."
997	Tall-e Bakun	BAKUN	Miller, N. F. and Kimiaie, M. (2006). Some Plant Remains From The 2004 Excavations of Tall-e Mushki, Tall-e Jari A and B, and Tall-e Bakun A and B. In: The Origins of State Organizations in prehistoric Highland Fars, Southern Iran. Excavations at Tall-e Bakun by Abbas Alizadeh, Chapter 11
998	Tall-e Jari	JARI	Miller, N. F. and Kimiaie, M. (2006). Some Plant Remains From The 2004 Excavations of Tall-e Mushki, Tall-e Jari A and B, and Tall-e Bakun A and B. In: The Origins of State Organizations in prehistoric Highland Fars, Southern Iran. Excavations at Tall-e Bakun by Abbas Alizadeh, Chapter 11
996	Tall-e Mushki	MUSHKI	Miller, N. F. and Kimiaie, M. (2006). Some Plant Remains From The 2004 Excavations of Tall-e Mushki, Tall-e Jari A and B, and Tall-e Bakun A and B. In: The Origins of State Organizations in prehistoric Highland Fars, Southern Iran. Excavations at Tall-e Bakun by Abbas Alizadeh, Chapter 11
782	Tamara	TAMA	Liphschitz, N. (1989). Plant economy and diet in the Early Bronze Age in Israel: A summary of present research. L'urbanisation de la Palestine a l'age du Bronze ancien. Bilan et perspectives des recherches actuelles. P. d. Miroschedji. Oxford. 527: 269 - 277.
783	Tappeh Gijlar	TAG	Costantini, L. and L. C. Biasini (1984). I resti vegetali dei saggi a Qal'eh Ismail Aga e a Tappel Gijar. Tra lo Zagros e l'Urmia, richerche storiche ed arqueologiche nell'Azerbaigian iraniano. P. E. Pecorella and M. Salvini. Rome, Edizioni dell'Ateneo: 397-402.
794	Tel 'Ira	TIRA	Liphschitz, N. (1999). Botanical remains. Tel 'Ira. A stronghold in the biblical Negev. I. Beit-Arieh. Tel Aviv, Tel Aviv University, Sonia and Marco Nadler Institute of Archaeology: 476-479.
793	Tel Dalit	TD	Liphschitz, N. (1996). Analysis of botanical remains from Tel Dalit. Excavations at Tel Dalit. An Early Bronze Age walled town in Central Israel. R. Gophna. Tel Aviv, Ramot Publishing.
1004	Tel Dor	Dor	"Raban-Gerstel, N.; Zohar, I.; Bar-Oz, G.: Sharon, I. and Gilboa, A. (2008). Early Iron Age Dor (Israel): A Faunal Perspective. Bulletin of the American Schools of Oriental Research, No. 349, pp. 25-59."
1027	Tel Kedesh	TKED	Borojevic, K (2011). Interpreting, Dating, and Reevaluating the Botanical Sssemblage from Tell Kedesh: A Case Study of Historical Contamination. Journal of Archaeological Science 38: 829-842.
1033	Tel Kinrot	TKIN	"Hellwing, S. 1988–1989. Faunal Remains from the Early Bronze and Late Bronze Ages at Tel Kinrot.Tel Aviv 15–16:212–20."
795	Tel Michal	TMIC	Liphschitz, N. and Y. Waisel (1989). Botanical remains. Excavations at Tel Michal, Israel. Z. e. Herzog, G. Rapp and O. Negbi. Minneapolis, MN, University of Minnesota Press: 219-222.
796	Tel Nami	TN	"Kislev, M., M. Artzy, et al. (1993). ""Import of an Aegean food plant to a Middle Bronze Age IIA coastal site in Israel."" Levant 25: 145 - 154."
796	Tel Nami	TN	"Lev-Yadun, S., M. Artzy, et al. (1996). ""Wood remains from Tel Nami, a middle Bronze IIA and Late Bronze IIB port, local exploitation of trees and Levantine cedar trade."" Economic Botany 50(3): 310 - 317."
797	Tel Saf	SAF	"Gophna, R. and M. E. Kislev (1979). ""Tel Saf (1977-1978)."" Revue Biblique 86: 112-114."
1056	Tel Te'o	TEO	"Kolska Horwitz, L. (2001). The Mammalian Fauna, Chapter 13. In: Eisenberg, E.; Gopher, A. and Greenberg, R. (eds.). Tel Te'o - A Neolithic, Chalcolithic, and Early Bronze Age Site in the Hula Valley. IAA Reports, No. 13, Jerusalem: 171-196."
1024	Tel Yarmouth	TYAR	Salavert, A (2008). Olive Cultivation and Oil Production in Palestine During the Early Bronze Age (3500–2000 B.C.): The Case of Tel Yarmouth, Israel. Vegetation History and Archaeobotany 17 (Suppl 1):S53–S61
799	Tell Abu al-Kharaz	TAK	Fischer, P. M. (2006). Climate, Fauna and Flora: An Overview. Chapter 6. In: Tell Abu al-Kharaz in the Jordan Valley. Volume II: The Middle and Late Bronze Ages. Verlag der Österreichichen Akademie der Wissenschaften, Wien.
799	Tell Abu al-Kharaz	TAK	Holden, T. G. (1994). The charred plant remains from Tell Abu Kharaz in the Jordan Valley (AOC 1010). Edinburgh: 21.
799	Tell Abu al-Kharaz	TAK	"Fischer, P. M.; Holden, T. (2008). Climate, Fauna and Flora: A Synopsis. In: Fischer, P. (ed.). Tell Abu al-Kharaz in the Jordan Valley. Volume I: The Early Bronze Age. OAW, Wien: 307-322. "
1029	Tell Abu Duwari (Mashkar sharif)	DUWA	"Meadow, H. R. (1990). The Tell Abu Duwari Fauna. In: Stone, E. C. The Tell Abu Duwari Project, Iraq, 1987, Journal of Field Archaeology 17(2): 156-160."
801	Tell Abu Matar	TAM	"Negbi, M. (1955). ""The botanical finds at Tell Abu Matar."" Israel Exploration Journal 5: 257-258."
803	Tell Afis	TAF	Wachter-Sarkady, C. (1998). Archaeobotanical investigations. Tell Afis (Siria). Scavi sull'acropoli 1988 - 1992. S. M. Cecchini and S. Mazzoni. Pisa, Edizioni ETS: 451 - 480.
803	Tell Afis	TAF	"Wilkens, B. (2000). Faunal Remains from Tell Afis (Syria). In: Archaeozoology of the Near East IV - Proceedings of the fourth international symposium on the archaeozoology of southwestern Asia and adjacent areas. Edited by Maskour, M.; Choyke, A.M.; Buitenhuis, H. and Poplin, F. ARC - Publicaties 32, Groningen, The Netherlands: 29-37."
804	Tell al-Raqa'i	TAR	"van Zeist, W. (1999/2000 (2001)). ""Third to first millennium BC plant cultivation on the Khabur, North-Eastern Syria."" Palaeohistoria 41/42: 111-125."
805	Tell al-Rawda	RAW	Herveux, L. (2004). Étude archéobotanique préliminaire de tell al-Rawda, site de la fin du Bronze ancien en Syrie intériere. Akkadica 125:79-91.
806	Tell Aphek	TAPH	Liphschitz, N. (1989). Plant economy and diet in the Early Bronze Age in Israel: A summary of present research. L'urbanisation de la Palestine a l'age du Bronze ancien. Bilan et perspectives des recherches actuelles. P. d. Miroschedji. Oxford. 527: 269 - 277.
807	Tell Aqab	TAQ	"McCorriston, J. (1992). ""The Halaf environment and human activities in the Khabur drainage, Syria."" Journal of Field Archaeology 19: 315-333."
1012	Tell Arbid	TEAR	"Piątkowska-Małecka,J.; Smogorzewska, A. 2010. Animal economy at Tell Arbid, north-east Syria, in the third millenium BC. Bioarchaeology of the Near East 4, pp. 25-43."
810	Tell Atchana	ALA	Riehl, S., in press.Plant remains from Late Bronze Age Tell Atchana – Preliminary results from the 2003 excavations. American Journal of Archaeology.
810	Tell Atchana	ALA	"Çakirlar, C. and Rossel, S. (2010). Faunal Remains from the 2003 - 2004 Excavations at Tell Atchana. In: Yener, A. (ed.). Tell Atchana, Ancient Alalakh - Volume 1: The 2003-2004 excavations seasons. Istanbul: 141-146. "
811	Tell Atij	TA	"McCorriston, J. (1995). ""Preliminary archaeobotanical analysis in the Middle Habur valley, Syria and studies of socioeconomic change in the early third millennium BC."" Bulletin of the Canadian Society for Mesopotamian Studies 29: 33-46."
812	Tell Bderi	TBD	"Engel, T. (1993). ""Charcoal remains from an Iron Age copper smelting slag heap at Feinan, Wadi Arabah (Jordan)."" Vegetation History and Archaeobotany 2: 205 - 211."
812	Tell Bderi	TBD	"Engel, T. (1995). ""Holzkohlen aus dem Vorderen Orient: Jahrtausendealte Reste einstiger Wälder."" Das Altertum 40: 311 - 320."
812	Tell Bderi	TBD	Vollständiges Literaturzitat zu [van Zeist, (1994) #7712], d. h. nach Richtlinien mit Erscheinungsort, Seitenangabe usw.
812	Tell Bderi	TBD	"van Zeist, W. (1999/2000 (2001)). ""Third to first millennium BC plant cultivation on the Khabur, North-Eastern Syria."" Palaeohistoria 41/42: 111-125."
812	Tell Bderi	TBD	"Becker, C. (1988). Die Tierknochenfunde vom Tell Bderi 1985. Appendix. Damaszener Mitteilungen 3: 379-386."
815	Tell Brak	TBR	Charles, M. and A. Bogaard (2001). Third-millennium BC charred plant remains from Tell Brak. Excavations at Tell Brak. Nagar in the third millennium BC. D. Oates, J. Oates and H. McDonald, British School of Archaeology in Iraq. 2: 301 - 326.
815	Tell Brak	TBR	Colledge, S. (2003). Chapter 21: The charred plant remains in three of the pits. The colonisation and settlement of Cyprus. Investigations at Kissonerga-Mylouthkia 1976-1996. E. Peltenburg. Sävedalen, Åströms förlag. LXX:4: 239-245.
815	Tell Brak	TBR	"Clutton-Brock, J.; Izquierdo, E. R.; Muñiz, A. M.; Weber, J. A. and Molleson, T. (2001). Chapter 13. Faunal Evidence. In: Oates, D.; Oates, J.; McDonald, H. Excavations at Tell Brak. Volume 2. Nagarinthe in the 3rd millenium BC. McDonald Institute Monographs, Oxford: 327-352."
817	Tell Burak	TBU	"Çakirlar, C.; Amer. V.; Kamlah, J.; Sader, H. (2013). Persian period dog burials in the Levant: new evidence from Tell el-Burak (Lebanon) and a reconsideration of the phenomenon. Archaeozoology of the Near East X, pp. 243 - 264."
818	Tell Chragh	TCHRA	"Helbaek, H. (1960). ""Ancient crops in the Shahrzoor valley in Iraqi Kurdistan."" Sumer 16(79 - 81)."
819	Tell Chuera	CHU	Boessneck, J. (1988). Tierknochenfunde von Tell Chuēra in Nordost-Syrien. In: Moortgat-Correns, U. Tell Chuēra in Nordost-Syrien - Vorläufige Berichte über die neunte und zehnte Grabungskampagne 1982 und 1983. Schriften der Max Freiherr von Oppenheim-Stiftung, Gebr. Mann, Berlin: 79-99.
820	Tell ed-Der	TED	van Zeist, W. (1984). Palaeobotanical investigations of Tell ed-Der. Tell ed-Der IV. Progress reports (Second Series). L. de Meyer. Leuven, Peeters: 119-133.
821	Tell el Ifshar	TEIF	Chernoff, M. C. (1988). The archaeobotanical material from Tel el Ifshar, Israel: a diachronic study of agricultural strategies during the third and second millennia B.C.E., Brandeis University.
821	Tell el Ifshar	TEIF	"Chernoff, M. C. and S. M. Paley (1998). ""Dynamics of cereal production at Tell el Ifshar, Israel during the Middle Bronze Age."" Journal of Field Archaeology 25(4): 397-416."
822	Tell el'Abd	TEA	Riehl, S. (in prep.) Crop and animal husbandry at Early Bronze Age Tell el'Abd (Syria). In Tell el'Abd, edited by U. Finkbeiner.
828	Tell el'Oueili	TO	Neef, R. (1991). Plant remains from archaeological sites in lowland Iraq: Tell el'Oueili. 'Oueili. Travaux de 1985. J.-L. Huot. Paris, Editions Recherche sur les civilisations: 321-329.
1054	Tell el-'Orēme	OREM	"Ziegler, R. und Boessneck, J. (1990). Tierreste der Eisenzeit II. In: Fritz, V. Kinneret - Ergebnisse der Ausgrabungen auf dem Tell el-'Oreme am See Gennesaret 1982 - 1985. Otto Harrassowitz, Wiesbaden: 133- 156. "
823	Tell el-Fara'in	TEF	Thanheiser, U. (1997). Die Pflanzenfunde. Tell el-Fara'in - Buto I. T. v. d. Way. Mainz, Philipp von Zabern: 238 - 250.
824	Tell el-Handaquq	TEH	"Mabry, J. B. and M. L. Donaldson (1995). ""Early town development and water management in the Jordan Valley: Investigations at Tell el-Handaquq North."" Aasor 53: 115 - 147."
825	Tell el-Hayyat	TEHAY	Fall, P.L. & Metzger, M.C. (2006). Economy and Subsistence at Tell el-Hayyat. In: Bronze Age Rural Ecology and Village Life at Tell el-Hayyat, Jordan. Chapter 5. 65-82. BAR International Series 1586. Falconer, S.V., Fall, P.L. (ed.)
825	Tell el-Hayyat	TEHAY	"Metzger, M. C. (1984). ""Preliminary report of the first season of the Tell el-Hayyat Project. (Faunal and floral remains at Tell el-Hayyat. Preliminary results.)."" Bulletin of the American Schools of Oriental Research 255: 68-70."
826	Tell el-Hesi	TELH	"Stewart, R. B. (1978). ""Archeobotanic studies at Tell-el-Hesi."" Economic Botany 32(4): 379-386."
827	Tell el-Iswid	TEI	"de Roller, G. (1989). ""The botanical remains."" Mitteilungen des Deutschen Archäologischen Instituts, Abteilung Kairo 45: 102 - 108."
1047	Tell el-Mafjer	MAFJ	"Al-Zawahra, M. (2008). The faunal remains from Tell el-Mafjer, a Chalcolithic site in the Lower Jordan Valley, Palestine. Archaeozoology of the Near East VIII - Maison de l'Orient et de la Méditerranée No 49, Lyon, pp. 431-449."
1010	Tell el-Mazar II	TMAZ	Yassine, K. & van der Steen, E. (2012). Tell el-Mazar II. Excavations on the Mound 1977-1981. Field I. BAR International Series 2430.
830	Tell es-Sa'idiyeh	TESA	"Cartwright, C. R. (1993). ""The archaeobotanical remains from Tell es-Sa'idiyeh, Jordan."" Palestine Exploration Quarterly 125: 73."
830	Tell es-Sa'idiyeh	TESA	"Cartwright, C. R. (1994). ""The archaeobotanical remains from the 1993 season."" Palestine Exploration Quarterly 126: 66-67."
830	Tell es-Sa'idiyeh	TESA	"Cartwright, C. R. (1996). ""Preliminary report on the archaeobotanical material from the 1995 season of excavations of the Early Bronze Age complex at Tell es-Sa'idiyeh, Jordan."" Palestine Exploration Quarterly 128: 39-40."
830	Tell es-Sa'idiyeh	TESA	"Cartwright, C. L. (1997). ""Appendix B: Interim report on the archaeobotanical material from the 1996 season of excavations of the Early Bronze Age complex at Tell es-Sa'idiyeh, Jordan."" Palestine Exploration Quarterly: 72 - 75."
830	Tell es-Sa'idiyeh	TESA	"Cartwright, C. R. (2002). ""Grape and grain: Dietary evidence from an Early Bronze Age store at Tell es-Sa'idiyeh, Jordan."" Palestine Exploration Quarterly 134(2): 98-117."
1037	Tell es-Safi/Gath	SAFI	Mahler-Slasky, Y. & Kislev, M. E. (2012). Preliminary Archaeobotanical Research at Tell es-Safi/Gath - The 1997-2002 Seasons. pp 579-587, Chapter 27 in: Tell es-Safi/Gath I - The 1996-2005 Seasons, Volume I. Edited by Aren M. Maeir. Ägypten und Altes Testament Band 69
831	Tell es-Sweyhat	SWE	Miller, N. F. (1997). Sweyhat and Hajji Ibrahim: some archaeobotanical samples from the 1991 and 1993 seasons. Subsistence and settlement in a marginal environment: Tell es-Sweyhat, 1989 - 1995. R. L. Zettler. 14: 95 - 122.
831	Tell es-Sweyhat	SWE	"van Zeist, W. and J. A. H. Bakker-Heeres (1985). ""Archaeobotanical studies in the Levant 4. Bronze Age sites on the north Syrian Euphrates."" Palaeohistoria 27: 247-316."
831	Tell es-Sweyhat	SWE	"Buitenhius, H. (1983). The animal reamains of Tell Sweyhat, Syria. Palaeohistoria 25: 131-144."
829	Tell Esh-Shuna	TESH	Holden, T. G. (1999). The plant remains from Tell Esh-Shuna North, Jordan Valley: 30.
833	Tell Gerisa	TGER	Liphschitz, N. (1989). Plant economy and diet in the Early Bronze Age in Israel: A summary of present research. L'urbanisation de la Palestine a l'age du Bronze ancien. Bilan et perspectives des recherches actuelles. P. d. Miroschedji. Oxford. 527: 269 - 277.
